GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000117748    1   28118035   28341257     69      13  451789       1.7341     0.041454
ENSG00000130768    1   28161504   28385668     82      14  456216       1.8156     0.034718
ENSG00000158156    1   28185973   28394607     82      13  462311       1.8573     0.031632
ENSG00000158161    1   28196855   28515207    104      17  462214        1.645      0.04998
ENSG00000169403    1   28373677   28620447     62      13  458808      0.10928      0.45649
ENSG00000126698    1   28425967   28659536     54      11  452232      -1.1558      0.87613
ENSG00000215902    1   28427013   28627152     46       9  455049      -1.0812      0.86019
ENSG00000269804    1   28427070   28627419     46       9  455049      -1.0812      0.86019
ENSG00000130770    1   28462620   28673417     47       9  449474      -0.8125      0.79175
ENSG00000130766    1   28486038   28709002     47       8  449117     -0.73484      0.76878
ENSG00000130772    1   28555513   28762476     48       7  452539     -0.59991      0.72572
ENSG00000204138    1   28596114   28926881     71       6  447585     -0.87136      0.80822
ENSG00000180198    1   28732455   28965812     52       5  446867     -0.90922      0.81838
ENSG00000180098    1   28779597   29005051     50       5  435839     -0.86944       0.8077
ENSG00000120656    1   28815835   29069597     56       6  424353    -0.048467      0.51933
ENSG00000188060    1   28818712   29021955     41       5  438635      -0.4011      0.65583
ENSG00000162419    1   28895244   29145865     50       6  396024       0.6444      0.25966
ENSG00000198492    1   28963133   29196287     68       9  404933      0.98769      0.16165
ENSG00000116329    1   29038654   29290208     88      17  431838      0.98779      0.16163
ENSG00000159023    1   29113603   29546553    162      20  464436      0.93852      0.17399
ENSG00000253304    1   29345940   29550447     75      10  478392      0.96131       0.1682
ENSG00000116350    1   29374255   29608499     95      12  474005      0.89812      0.18456
ENSG00000116353    1   29419385   29657454    100      16  456932      0.78728      0.21556
ENSG00000060656    1   29463028   29753325    107      23  431568      0.38886      0.34869
ENSG00000162510    1   31084124   31296434    116      28  383128     -0.85082      0.80257
ENSG00000162511    1   31105316   31330667    126      32  385459     -0.71381      0.76233
ENSG00000162512    1   31242314   31481608    105      28  388750     -0.59709      0.72478
ENSG00000134644    1   31304353   31638838    120      20  385352     -0.42339      0.66399
ENSG00000084628    1   31552592   31812401     92      10  465595     -0.66117      0.74575
ENSG00000060688    1   31632417   31869662    106       8  481591     -0.40013      0.65547
ENSG00000121766    1   31669842   31937783    130       9  478734     -0.44141      0.67054
ENSG00000121769    1   31738472   31949697     92       8  476719     -0.52318      0.69958
ENSG00000168528    1   31782412   32007525    109      12  467967     -0.98673      0.83811
ENSG00000268950    1   31802192   32002614     99      11  467865     -0.95709      0.83074
ENSG00000142910    1   31942116   32153288    100      12  460148      -1.1245       0.8696
ENSG00000121764    1   31983287   32198119     99      15  465067     -0.78768      0.78456
ENSG00000162517    1   31995463   32210497     97      15  465047     -0.63271      0.73654
ENSG00000084636    1   32017848   32269920     95      15  470816      -0.4442      0.67155
ENSG00000121753    1   32092718   32330494     94      19  474900      0.31989      0.37452
ENSG00000134668    1   32156023   32381652     64      16  476912      0.68515      0.24662
ENSG00000184007    1   32272022   32510457     55      14  470717      0.52349      0.30032
ENSG00000212673    1   32279174   32480745     50      13  469516      0.33214      0.36989
ENSG00000121774    1   32379430   32626451     42      11  461570     -0.73343      0.76835
ENSG00000121775    1   32437632   32668467     34       7  467322     -0.61516      0.73078
ENSG00000025800    1   32473639   32742169     51       8  465433     -0.44239       0.6709
ENSG00000084652    1   32545287   32763886     44       7  466951      -0.3939      0.65317
ENSG00000160050    1   32565987   32770988     39       7  464928     -0.35621      0.63916
ENSG00000160051    1   32571236   32774288     38       8  464460     -0.33991      0.63304
ENSG00000222046    1   32574695   32781797     37       7  467229     -0.28917      0.61377
ENSG00000160055    1   32580073   32787972     37       7  467229     -0.28917      0.61377
ENSG00000084623    1   32587529   32797205     38       8  467637     -0.31721      0.62446
ENSG00000183615    1   32612834   32814457     36       8  463910     -0.23169      0.59161
ENSG00000182866    1   32616840   32851766     39       9  461916     -0.31108      0.62213
ENSG00000116478    1   32657687   32899236     44      11  453772     -0.28749      0.61313
ENSG00000175130    1   32699433   32901980     24      10  443335     -0.21059       0.5834
ENSG00000162526    1   32717122   32929913     20       8  441495      0.11486      0.45428
ENSG00000225828    1   32726871   32929879     19       7  439325     -0.18215      0.57227
ENSG00000160058    1   32730704   32960332     22       8  444482     -0.31932      0.62526
ENSG00000254553    1   32830658   33166393     67      11  468891      -1.4014      0.91945
ENSG00000273274    1   32830670   33062287     46       6  464510     -0.95259       0.8296
ENSG00000160062    1   32905028   33171540     59       9  478890       -1.724      0.95765
ENSG00000176261    1   32965773   33216504     55       8  478915      -1.4159      0.92159
ENSG00000162521    1   33016743   33251812     50      10  480948    -0.058454      0.52331
ENSG00000162520    1   33045507   33269197     48       9  480874      0.61529      0.26918
ENSG00000162522    1   33107486   33340571     63      10  481080       1.0601      0.14455
ENSG00000134684    1   33140840   33383754     69      11  481223       1.3159     0.094097
ENSG00000116497    1   33182368   33424476     72       9  475389       1.7175     0.042943
ENSG00000160097    1   33227869   33438083     71       8  471668       1.7974     0.036134
ENSG00000121905    1   33251595   33464042     68       9  463178       1.7712     0.038265
ENSG00000121900    1   33260195   33467039     63       9  461626       1.7276     0.042033
ENSG00000116514    1   33302046   33530286     71       9  441207       1.4679     0.071061
ENSG00000267885    1   33339268   33539642     56       7  431942       1.3665     0.085894
ENSG00000004455    1   33373585   33646597     79       8  407815      0.79174      0.21426
ENSG00000142920    1   33446705   33686131     63       5  394126     -0.71999      0.76423
ENSG00000116525    1   33511003   33747660     63       6  416724     -0.49249      0.68881
ENSG00000160094    1   33622146   33866320     86      10  460510     0.072277      0.47119
ENSG00000184389    1   33672367   33886699     80      10  469895       0.2585      0.39801
ENSG00000134686    1   33689224   33996653    126      16  451403     0.076104      0.46967
ENSG00000121903    1   33838246   34062107    123      24  411961      0.68438      0.24687
ENSG00000121904    1   33879609   34731443    492      97  414197     -0.58953      0.72225
ENSG00000176256    1   34226076   34430392    122      20  441529    -0.036512      0.51456
ENSG00000142698    1   34532484   34784732    144      28  393866     -0.58974      0.72232
ENSG00000163866    1   35078338   35425417    153      41  393872      0.35301      0.36204
ENSG00000189280    1   35120648   35324113    101      25  397870       0.6655      0.25287
ENSG00000189433    1   35125342   35329325     99      26  398256      0.65309      0.25685
ENSG00000188910    1   35146790   35351970     93      27  399514      0.84477      0.19912
ENSG00000187513    1   35158599   35361348     89      26  400447       0.6605      0.25447
ENSG00000116544    1   35231037   35495186     82      21  421624     -0.91186      0.81908
ENSG00000271741    1   35347134   35597342     45       7  446060     -0.32563      0.62765
ENSG00000243749    1   35347136   35550954     38       5  439305     -0.54531      0.70723
ENSG00000163867    1   35349523   35597569     45       7  446060     -0.32563      0.62765
ENSG00000197056    1   35425387   35681460     40       5  470489     -0.37946      0.64783
ENSG00000116560    1   35541979   35758749     29       6  467811      -0.2036      0.58067
ENSG00000146463    1   35634568   35987659     58       6  419304      0.45863      0.32325
ENSG00000142687    1   35799091   36123551     65       5  404814      0.72183       0.2352
ENSG00000020129    1   35923074   36132875     49       5  405428      0.87344      0.19121
ENSG00000116819    1   35938971   36160929     46       4  408028      0.86841      0.19259
ENSG00000126067    1   35967185   36207445     53       6  423495      0.93073        0.176
ENSG00000142686    1   36079476   36285073     42       5  450162       1.1335       0.1285
ENSG00000092853    1   36085819   36335568     48       5  457945       1.3219     0.093098
ENSG00000134698    1   36173773   36423491     52       5  463079       1.1864      0.11773
ENSG00000092847    1   36235409   36495211     48       5  465154      0.72869       0.2331
ENSG00000126070    1   36296319   36638101     72       8  461131      0.53646      0.29582
ENSG00000092850    1   36449676   36653876     48       7  450811      0.34952      0.36335
ENSG00000116863    1   36454476   36659533     46       7  449424       0.4083      0.34153
ENSG00000171812    1   36460837   36690821     47       7  443496      0.45399      0.32492
